;office_name;county_id;candidate_name;party_affiliation;county_num_precincts_reporting;county_total_num_precincts_voting;candidate_votes;candidate_percent_vote
510;COUNTY COMMISSIONER DISTRICT 5;36;JOEL MAGGERT                                   ;NP;35;35;376;27.23
511;COUNTY COMMISSIONER DISTRICT 5;36;MIKE HANSON                                    ;NP;35;35;1003;72.63
512;COUNTY COMMISSIONER DISTRICT 5;36;WRITE IN                                       ;WI;35;35;2;0.14
513;SOIL AND WATER SUPERVISOR DISTRICT 2;36;EUGENE LARSON                                  ;NP;35;35;5624;99.65
514;SOIL AND WATER SUPERVISOR DISTRICT 2;36;WRITE IN                                       ;WI;35;35;20;0.35
515;SOIL AND WATER SUPERVISOR DISTRICT 3;36;AL LINDER                                      ;NP;35;35;5645;99.73
516;SOIL AND WATER SUPERVISOR DISTRICT 3;36;WRITE IN                                       ;WI;35;35;15;0.27
517;COUNTY COMMISSIONER DISTRICT 1;37;ARVID GOLLNICK                                 ;NP;33;33;836;99.41
518;COUNTY COMMISSIONER DISTRICT 1;37;WRITE IN                                       ;WI;33;33;5;0.59
519;COUNTY COMMISSIONER DISTRICT 3;37;IVEY VONDERHARR                                ;NP;33;33;909;99.56
520;COUNTY COMMISSIONER DISTRICT 3;37;WRITE IN                                       ;WI;33;33;4;0.44
521;COUNTY COMMISSIONER DISTRICT 5;37;LEROY JANS                                     ;NP;33;33;379;43.41
522;COUNTY COMMISSIONER DISTRICT 5;37;HAROLD SOLEM                                   ;NP;33;33;492;56.36
523;COUNTY COMMISSIONER DISTRICT 5;37;WRITE IN                                       ;WI;33;33;2;0.23
524;SOIL AND WATER SUPERVISOR DISTRICT 1;37;WRITE IN                                       ;WI;33;33;63;100
525;SOIL AND WATER SUPERVISOR DISTRICT 2;37;ED RADERMACHER                                 ;NP;33;33;3610;99.94
526;SOIL AND WATER SUPERVISOR DISTRICT 2;37;WRITE IN                                       ;WI;33;33;2;0.06
527;SOIL AND WATER SUPERVISOR DISTRICT 3;37;JOHN REBEHN                                    ;NP;33;33;3695;99.95
528;SOIL AND WATER SUPERVISOR DISTRICT 3;37;WRITE IN                                       ;WI;33;33;2;0.05
529;COUNTY COMMISSIONER DISTRICT 1;38;SERENE J DAHLE                                 ;NP;18;18;500;40.13
530;COUNTY COMMISSIONER DISTRICT 1;38;CLAIR A NELSON                                 ;NP;18;18;737;59.15
531;COUNTY COMMISSIONER DISTRICT 1;38;WRITE IN                                       ;WI;18;18;9;0.72
532;COUNTY COMMISSIONER DISTRICT 3;38;GERALD "JERRY" CARLSON                         ;NP;18;18;542;49.45
533;COUNTY COMMISSIONER DISTRICT 3;38;LARRY "LOOPER" LARSON                          ;NP;18;18;553;50.46
534;COUNTY COMMISSIONER DISTRICT 3;38;WRITE IN                                       ;WI;18;18;1;0.09
535;COUNTY COMMISSIONER DISTRICT 5;38;LENORE M JOHNSON                               ;NP;18;18;858;57.39
536;COUNTY COMMISSIONER DISTRICT 5;38;KEITH LARSON                                   ;NP;18;18;633;42.34
537;COUNTY COMMISSIONER DISTRICT 5;38;WRITE IN                                       ;WI;18;18;4;0.27
538;SOIL AND WATER SUPERVISOR DISTRICT 1;38;BRENDA VAN BERGEN                              ;NP;18;18;5252;99.3
539;SOIL AND WATER SUPERVISOR DISTRICT 1;38;WRITE IN                                       ;WI;18;18;37;0.7
540;SOIL AND WATER SUPERVISOR DISTRICT 4;38;DAVID W FALK                                   ;NP;18;18;5116;99.36
541;SOIL AND WATER SUPERVISOR DISTRICT 4;38;WRITE IN                                       ;WI;18;18;33;0.64
542;SOIL AND WATER SUPERVISOR DISTRICT 5;38;WRITE IN                                       ;WI;18;18;366;100
543;COUNTY COMMISSIONER DISTRICT 2;39;MABLE NORDLOF                                  ;NP;15;15;337;99.12
544;COUNTY COMMISSIONER DISTRICT 2;39;WRITE IN                                       ;WI;15;15;3;0.88
545;COUNTY COMMISSIONER DISTRICT 4;39;MICHAEL J NEUMILLER                            ;NP;15;15;177;37.42
546;COUNTY COMMISSIONER DISTRICT 4;39;PATRICK LAVALLA                                ;NP;15;15;296;62.58
547;COUNTY COMMISSIONER DISTRICT 4;39;WRITE IN                                       ;WI;15;15;0;0
548;COUNTY COMMISSIONER DISTRICT 5;39;BEN TROTTIER                                   ;NP;15;15;86;17.27
549;COUNTY COMMISSIONER DISTRICT 5;39;EDWARD ARNESEN                                 ;NP;15;15;406;81.53
550;COUNTY COMMISSIONER DISTRICT 5;39;WRITE IN                                       ;WI;15;15;6;1.2
551;SOIL AND WATER SUPERVISOR DISTRICT 1;39;TODD R BECKEL                                  ;NP;15;15;1744;98.98
552;SOIL AND WATER SUPERVISOR DISTRICT 1;39;WRITE IN                                       ;WI;15;15;18;1.02
553;SOIL AND WATER SUPERVISOR DISTRICT 2;39;LYNN HILBRAND                                  ;NP;15;15;1665;98.46
554;SOIL AND WATER SUPERVISOR DISTRICT 2;39;WRITE IN                                       ;WI;15;15;26;1.54
555;SOIL AND WATER SUPERVISOR DISTRICT 5;39;RANDALL BERGAN                                 ;NP;15;15;1773;99.38
556;SOIL AND WATER SUPERVISOR DISTRICT 5;39;WRITE IN                                       ;WI;15;15;11;0.62
557;COUNTY COMMISSIONER DISTRICT 1;40;JEROME E SCHLEIS                               ;NP;29;29;1604;49.74
558;COUNTY COMMISSIONER DISTRICT 1;40;TERRY L HAYES                                  ;NP;29;29;1616;50.11
559;COUNTY COMMISSIONER DISTRICT 1;40;WRITE IN                                       ;WI;29;29;5;0.16
560;COUNTY COMMISSIONER DISTRICT 3;40;JOE DOHERTY                                    ;NP;29;29;1826;98.97
561;COUNTY COMMISSIONER DISTRICT 3;40;WRITE IN                                       ;WI;29;29;19;1.03
562;SOIL AND WATER SUPERVISOR DISTRICT 3;40;GLENDON BRAUN                                  ;NP;29;29;10304;99.51
563;SOIL AND WATER SUPERVISOR DISTRICT 3;40;WRITE IN                                       ;WI;29;29;51;0.49
564;SOIL AND WATER SUPERVISOR DISTRICT 4;40;CHARLES GREGOR                                 ;NP;29;29;10159;99.7
565;SOIL AND WATER SUPERVISOR DISTRICT 4;40;WRITE IN                                       ;WI;29;29;31;0.3
566;SOIL AND WATER SUPERVISOR DISTRICT 5;40;JEROME REGENSCHEID                             ;NP;29;29;9985;99.63
567;SOIL AND WATER SUPERVISOR DISTRICT 5;40;WRITE IN                                       ;WI;29;29;37;0.37
568;COUNTY COMMISSIONER DISTRICT 1;41;JIM NICHOLS                                    ;NP;20;20;368;54.12
569;COUNTY COMMISSIONER DISTRICT 1;41;MARY J PETERSEN                                ;NP;20;20;312;45.88
570;COUNTY COMMISSIONER DISTRICT 1;41;WRITE IN                                       ;WI;20;20;0;0
571;COUNTY COMMISSIONER DISTRICT 3;41;MICHAEL J. RYBINSKI                            ;NP;20;20;143;21.6
572;COUNTY COMMISSIONER DISTRICT 3;41;D.D. SAGMOE                                    ;NP;20;20;519;78.4
573;COUNTY COMMISSIONER DISTRICT 3;41;WRITE IN                                       ;WI;20;20;0;0
574;COUNTY COMMISSIONER DISTRICT 5;41;DAVID D NORGAARD                               ;NP;20;20;447;100
575;COUNTY COMMISSIONER DISTRICT 5;41;WRITE IN                                       ;WI;20;20;0;0
576;SOIL AND WATER SUPERVISOR DISTRICT 2;41;JOHN BOULTON                                   ;NP;20;20;1761;59.76
577;SOIL AND WATER SUPERVISOR DISTRICT 2;41;DENNIS SCHENTZEL                               ;NP;20;20;1186;40.24
578;SOIL AND WATER SUPERVISOR DISTRICT 2;41;WRITE IN                                       ;WI;20;20;0;0
579;SOIL AND WATER SUPERVISOR DISTRICT 5;41;JOSEPH WEBER                                   ;NP;20;20;2824;100
580;SOIL AND WATER SUPERVISOR DISTRICT 5;41;WRITE IN                                       ;WI;20;20;0;0
581;COUNTY COMMISSIONER DISTRICT 3;42;PHILIP R. NELSON                               ;NP;33;33;1122;51.02
582;COUNTY COMMISSIONER DISTRICT 3;42;TIM FRUIN                                      ;NP;33;33;1077;48.98
583;COUNTY COMMISSIONER DISTRICT 3;42;WRITE IN                                       ;WI;33;33;0;0
584;COUNTY COMMISSIONER DISTRICT 4;42;JERRY S. GLADIS                                ;NP;33;33;2404;100
585;COUNTY COMMISSIONER DISTRICT 4;42;WRITE IN                                       ;WI;33;33;0;0
586;COUNTY COMMISSIONER DISTRICT 5;42;MARK GOODENOW                                  ;NP;33;33;1792;100
587;COUNTY COMMISSIONER DISTRICT 5;42;WRITE IN                                       ;WI;33;33;0;0
588;SOIL AND WATER SUPERVISOR DISTRICT 1;42;RAY TRAEN                                      ;NP;33;33;9895;100
589;SOIL AND WATER SUPERVISOR DISTRICT 1;42;WRITE IN                                       ;WI;33;33;0;0
590;SOIL AND WATER SUPERVISOR DISTRICT 3;42;THOMAS MUNDT                                   ;NP;33;33;9636;100
591;SOIL AND WATER SUPERVISOR DISTRICT 3;42;WRITE IN                                       ;WI;33;33;0;0
592;SOIL AND WATER SUPERVISOR DISTRICT 5;42;STEVE PRAIRIE                                  ;NP;33;33;9656;100
593;SOIL AND WATER SUPERVISOR DISTRICT 5;42;WRITE IN                                       ;WI;33;33;0;0
594;COUNTY COMMISSIONER DISTRICT 1;43;RAY BAYERL                                     ;NP;28;28;2796;99.57
595;COUNTY COMMISSIONER DISTRICT 1;43;WRITE IN                                       ;WI;28;28;12;0.43
596;COUNTY COMMISSIONER DISTRICT 3;43;GRANT KNUTSON                                  ;NP;28;28;1775;60.17
597;COUNTY COMMISSIONER DISTRICT 3;43;ROGER ALBERT DRAEGER                           ;NP;28;28;1168;39.59
598;COUNTY COMMISSIONER DISTRICT 3;43;WRITE IN                                       ;WI;28;28;7;0.24
599;COUNTY COMMISSIONER DISTRICT 5;43;BEVERLY J WANGERIN                             ;NP;28;28;1555;54.5
600;COUNTY COMMISSIONER DISTRICT 5;43;MILAN G PLATH                                  ;NP;28;28;1293;45.32
601;COUNTY COMMISSIONER DISTRICT 5;43;WRITE IN                                       ;WI;28;28;5;0.18
602;SOIL AND WATER SUPERVISOR DISTRICT 3;43;LEONARD PIKAL                                  ;NP;28;28;12959;99.73
603;SOIL AND WATER SUPERVISOR DISTRICT 3;43;WRITE IN                                       ;WI;28;28;35;0.27
604;SOIL AND WATER SUPERVISOR DISTRICT 4;43;DOUG PORTELE                                   ;NP;28;28;12719;99.75
605;SOIL AND WATER SUPERVISOR DISTRICT 4;43;WRITE IN                                       ;WI;28;28;32;0.25
606;SOIL AND WATER SUPERVISOR DISTRICT 5;43;WILLARD REINER                                 ;NP;28;28;4882;36.89
607;SOIL AND WATER SUPERVISOR DISTRICT 5;43;CARLIE KARG                                    ;NP;28;28;8336;62.99
608;SOIL AND WATER SUPERVISOR DISTRICT 5;43;WRITE IN                                       ;WI;28;28;15;0.11
609;COUNTY QUESTION 1;44;YES                                            ;NP;19;19;863;42.45
610;COUNTY QUESTION 1;44;NO                                             ;NP;19;19;1170;57.55
611;COUNTY COMMISSIONER DISTRICT 1;44;WALLACE M. EID                                 ;NP;19;19;296;55.33
612;COUNTY COMMISSIONER DISTRICT 1;44;BETTE J. TOSO                                  ;NP;19;19;239;44.67
613;COUNTY COMMISSIONER DISTRICT 1;44;WRITE IN                                       ;WI;19;19;0;0
614;COUNTY COMMISSIONER DISTRICT 3;44;DAVID SNETSINGER                               ;NP;19;19;178;46.6
615;COUNTY COMMISSIONER DISTRICT 3;44;DAVID SIEDSCHLAG                               ;NP;19;19;204;53.4
616;COUNTY COMMISSIONER DISTRICT 3;44;WRITE IN                                       ;WI;19;19;0;0
617;SOIL AND WATER SUPERVISOR DISTRICT 1;44;TERRY MCCOLLUM                                 ;NP;19;19;1925;99.43
618;SOIL AND WATER SUPERVISOR DISTRICT 1;44;WRITE IN                                       ;WI;19;19;11;0.57
619;SOIL AND WATER SUPERVISOR DISTRICT 2;44;WRITE IN                                       ;WI;19;19;70;100
620;SOIL AND WATER SUPERVISOR DISTRICT 4;44;PETE REVIER                                    ;NP;19;19;1885;99.58
621;SOIL AND WATER SUPERVISOR DISTRICT 4;44;WRITE IN                                       ;WI;19;19;8;0.42
622;SOIL AND WATER SUPERVISOR DISTRICT 5;44;EVERETT KJELBERTSON                            ;NP;19;19;1657;99.52
623;SOIL AND WATER SUPERVISOR DISTRICT 5;44;WRITE IN                                       ;WI;19;19;8;0.48
624;COUNTY COMMISSIONER DISTRICT 2;45;CURTIS CARLSON                                 ;NP;60;60;968;99.38
625;COUNTY COMMISSIONER DISTRICT 2;45;WRITE IN                                       ;WI;60;60;6;0.62
626;COUNTY COMMISSIONER DISTRICT 4;45;SHARON BRING                                   ;NP;60;60;656;61.54
627;COUNTY COMMISSIONER DISTRICT 4;45;DONALD O LARSON                                ;NP;60;60;409;38.37
628;COUNTY COMMISSIONER DISTRICT 4;45;WRITE IN                                       ;WI;60;60;1;0.09
629;SOIL AND WATER SUPERVISOR DISTRICT 3;45;LEIF AAKRE                                     ;NP;60;60;4024;99.68
630;SOIL AND WATER SUPERVISOR DISTRICT 3;45;WRITE IN                                       ;WI;60;60;13;0.32
631;SOIL AND WATER SUPERVISOR DISTRICT 5;45;KEVIN L YUTRZENKA                              ;NP;60;60;4022;99.85
632;SOIL AND WATER SUPERVISOR DISTRICT 5;45;WRITE IN                                       ;WI;60;60;6;0.15
633;SOIL AND WATER SUPERVISOR DISTRICT 1;45;MILTON ANDERSON                                ;NP;60;60;514;100
634;SOIL AND WATER SUPERVISOR DISTRICT 1;45;WRITE IN                                       ;WI;60;60;0;0
635;SOIL AND WATER SUPERVISOR DISTRICT 2;45;GRANT SATRE                                    ;NP;60;60;552;99.82
636;SOIL AND WATER SUPERVISOR DISTRICT 2;45;WRITE IN                                       ;WI;60;60;1;0.18
637;SOIL AND WATER SUPERVISOR DISTRICT 4;45;ORVIS BYKLUM                                   ;NP;60;60;510;99.61
638;SOIL AND WATER SUPERVISOR DISTRICT 4;45;WRITE IN                                       ;WI;60;60;2;0.39
639;COUNTY COMMISSIONER DISTRICT 1;46;LEIGHTON HUGOSON                               ;NP;37;37;1010;48.72
640;COUNTY COMMISSIONER DISTRICT 1;46;JERRY (GERALD) BOLER                           ;NP;37;37;1063;51.28
641;COUNTY COMMISSIONER DISTRICT 1;46;WRITE IN                                       ;WI;37;37;0;0
642;COUNTY COMMISSIONER DISTRICT 3;46;MIKE MURPHY                                    ;NP;37;37;794;38.08
643;COUNTY COMMISSIONER DISTRICT 3;46;STEVE DONNELLY                                 ;NP;37;37;1291;61.92
644;COUNTY COMMISSIONER DISTRICT 3;46;WRITE IN                                       ;WI;37;37;0;0
645;COUNTY COMMISSIONER DISTRICT 5;46;TERRY D ANDERSON                               ;NP;37;37;535;25.71
646;COUNTY COMMISSIONER DISTRICT 5;46;JACK POTTER                                    ;NP;37;37;1546;74.29
647;COUNTY COMMISSIONER DISTRICT 5;46;WRITE IN                                       ;WI;37;37;0;0
648;SOIL AND WATER SUPERVISOR DISTRICT 1;46;ROGER BENTZ                                    ;NP;37;37;8734;100
649;SOIL AND WATER SUPERVISOR DISTRICT 1;46;WRITE IN                                       ;WI;37;37;0;0
650;SOIL AND WATER SUPERVISOR DISTRICT 3;46;DUANE PETROWIAK                                ;NP;37;37;8735;100
651;SOIL AND WATER SUPERVISOR DISTRICT 3;46;WRITE IN                                       ;WI;37;37;0;0
652;SOIL AND WATER SUPERVISOR DISTRICT 4;46;WRITE IN                                       ;WI;37;37;0;0
653;COUNTY COMMISSIONER DISTRICT 3;47;AMY WILDE                                      ;NP;30;30;2113;96.93
654;COUNTY COMMISSIONER DISTRICT 3;47;WRITE IN                                       ;WI;30;30;67;3.07
655;COUNTY COMMISSIONER DISTRICT 4;47;HUGH C WAGNER                                  ;NP;30;30;1178;61.32
656;COUNTY COMMISSIONER DISTRICT 4;47;FRANK F MARSHALL                               ;NP;30;30;728;37.9
657;COUNTY COMMISSIONER DISTRICT 4;47;WRITE IN                                       ;WI;30;30;15;0.78
658;COUNTY COMMISSIONER DISTRICT 5;47;STAN RADUNZ                                    ;NP;30;30;927;45.58
659;COUNTY COMMISSIONER DISTRICT 5;47;RON KUTZKE                                     ;NP;30;30;1101;54.13
660;COUNTY COMMISSIONER DISTRICT 5;47;WRITE IN                                       ;WI;30;30;6;0.29
661;SOIL AND WATER SUPERVISOR DISTRICT 1;47;MICHAEL BUER                                   ;NP;30;30;8755;99.55
662;SOIL AND WATER SUPERVISOR DISTRICT 1;47;WRITE IN                                       ;WI;30;30;40;0.45
663;SOIL AND WATER SUPERVISOR DISTRICT 2;47;BOB SCHIEFELBEIN                               ;NP;30;30;8659;99.56
664;SOIL AND WATER SUPERVISOR DISTRICT 2;47;WRITE IN                                       ;WI;30;30;38;0.44
665;SOIL AND WATER SUPERVISOR DISTRICT 4;47;FRED BEHNKE                                    ;NP;30;30;8670;99.58
666;SOIL AND WATER SUPERVISOR DISTRICT 4;47;WRITE IN                                       ;WI;30;30;37;0.42
667;COUNTY COMMISSIONER DISTRICT 1;48;DICK JACKSON                                   ;NP;25;25;914;36.94
668;COUNTY COMMISSIONER DISTRICT 1;48;ROGER C.  NESKE                                ;NP;25;25;1560;63.06
669;COUNTY COMMISSIONER DISTRICT 1;48;WRITE IN                                       ;WI;25;25;0;0
670;COUNTY COMMISSIONER DISTRICT 2;48;DAVE TELLINGHUISEN                             ;NP;25;25;1079;64.34
671;COUNTY COMMISSIONER DISTRICT 2;48;GERALD K,  SCHROEDER                           ;NP;25;25;598;35.66
672;COUNTY COMMISSIONER DISTRICT 2;48;WRITE IN                                       ;WI;25;25;0;0
673;COUNTY COMMISSIONER DISTRICT 5;48;ROBERT HOEFERT                                 ;NP;25;25;1654;100
674;COUNTY COMMISSIONER DISTRICT 5;48;WRITE IN                                       ;WI;25;25;0;0
675;SOIL AND WATER SUPERVISOR DISTRICT 1;48;GENE D. GERTH                                  ;NP;25;25;8038;100
676;SOIL AND WATER SUPERVISOR DISTRICT 1;48;WRITE IN                                       ;WI;25;25;0;0
677;SOIL AND WATER SUPERVISOR DISTRICT 2;48;KURT BECKSTROM                                 ;NP;25;25;7996;100
678;SOIL AND WATER SUPERVISOR DISTRICT 2;48;WRITE IN                                       ;WI;25;25;0;0
679;SOIL AND WATER SUPERVISOR DISTRICT 4;48;WRITE IN                                       ;WI;25;25;0;0
680;COUNTY COMMISSIONER DISTRICT 1;49;THOMAS R. WENZEL                               ;NP;49;49;2814;100
681;COUNTY COMMISSIONER DISTRICT 1;49;WRITE IN                                       ;WI;49;49;0;0
682;COUNTY COMMISSIONER DISTRICT 2;49;JEFF SCHILLING                                 ;NP;49;49;1295;50.67
683;COUNTY COMMISSIONER DISTRICT 2;49;PAUL NIEMAN, JR                                ;NP;49;49;1261;49.33
684;COUNTY COMMISSIONER DISTRICT 2;49;WRITE IN                                       ;WI;49;49;0;0
685;COUNTY COMMISSIONER DISTRICT 3;49;EUGENE (GENE) YOUNG                            ;NP;49;49;1497;54.24
686;COUNTY COMMISSIONER DISTRICT 3;49;ROBERT ERDRICH                                 ;NP;49;49;1263;45.76
687;COUNTY COMMISSIONER DISTRICT 3;49;WRITE IN                                       ;WI;49;49;0;0
688;SOIL AND WATER SUPERVISOR DISTRICT 1;49;ROBERT E. HOLMGREN                             ;NP;49;49;11592;100
689;SOIL AND WATER SUPERVISOR DISTRICT 1;49;WRITE IN                                       ;WI;49;49;0;0
690;SOIL AND WATER SUPERVISOR DISTRICT 2;49;LANCE HOULE                                    ;NP;49;49;5939;51.11
691;SOIL AND WATER SUPERVISOR DISTRICT 2;49;RICHARD FISCHER                                ;NP;49;49;5681;48.89
692;SOIL AND WATER SUPERVISOR DISTRICT 2;49;WRITE IN                                       ;WI;49;49;0;0
693;SOIL AND WATER SUPERVISOR DISTRICT 5;49;CYNTHIA R. ANEZ                                ;NP;49;49;11190;100
694;SOIL AND WATER SUPERVISOR DISTRICT 5;49;WRITE IN                                       ;WI;49;49;0;0
695;COUNTY COMMISSIONER DISTRICT 1;50;JOHN O'ROURKE                                  ;NP;39;39;1213;33.67
696;COUNTY COMMISSIONER DISTRICT 1;50;RICHARD CUMMINGS                               ;NP;39;39;2374;65.89
697;COUNTY COMMISSIONER DISTRICT 1;50;WRITE IN                                       ;WI;39;39;16;0.44
698;COUNTY COMMISSIONER DISTRICT 2;50;RAYMOND TUCKER                                 ;NP;39;39;3489;98.92
699;COUNTY COMMISSIONER DISTRICT 2;50;WRITE IN                                       ;WI;39;39;38;1.08
700;SOIL AND WATER SUPERVISOR DISTRICT 1;50;JAMES GEBHARDT                                 ;NP;39;39;15237;99.62
701;SOIL AND WATER SUPERVISOR DISTRICT 1;50;WRITE IN                                       ;WI;39;39;58;0.38
702;SOIL AND WATER SUPERVISOR DISTRICT 2;50;WRITE IN                                       ;WI;39;39;2078;100
703;SOIL AND WATER SUPERVISOR DISTRICT 5;50;ROBERT (BOB) GOETZ                             ;NP;39;39;14452;99.66
704;SOIL AND WATER SUPERVISOR DISTRICT 5;50;WRITE IN                                       ;WI;39;39;50;0.34
705;COUNTY COMMISSIONER DISTRICT 1;51;STEVE JOHNSON                                  ;NP;29;29;682;78.39
706;COUNTY COMMISSIONER DISTRICT 1;51;WRITE IN                                       ;WI;29;29;188;21.61
707;COUNTY COMMISSIONER DISTRICT 2;51;ROBERT J OSSEFOORT                             ;NP;29;29;389;40.73
708;COUNTY COMMISSIONER DISTRICT 2;51;KEVIN ANDERSON                                 ;NP;29;29;564;59.06
709;COUNTY COMMISSIONER DISTRICT 2;51;WRITE IN                                       ;WI;29;29;2;0.21
710;COUNTY COMMISSIONER DISTRICT 5;51;WILLIAM J SAUER                                ;NP;29;29;607;66.7
711;COUNTY COMMISSIONER DISTRICT 5;51;MARY MAGNUS                                    ;NP;29;29;301;33.08
712;COUNTY COMMISSIONER DISTRICT 5;51;WRITE IN                                       ;WI;29;29;2;0.22
713;SOIL AND WATER SUPERVISOR DISTRICT 3;51;GEORGE ERBES                                   ;NP;29;29;3980;99.72
714;SOIL AND WATER SUPERVISOR DISTRICT 3;51;WRITE IN                                       ;WI;29;29;11;0.28
715;SOIL AND WATER SUPERVISOR DISTRICT 4;51;ARLAND R. MOGER                                ;NP;29;29;3934;99.7
716;SOIL AND WATER SUPERVISOR DISTRICT 4;51;WRITE IN                                       ;WI;29;29;12;0.3
717;SOIL AND WATER SUPERVISOR DISTRICT 5;51;ROGER STEINMAN                                 ;NP;29;29;4001;99.7
718;SOIL AND WATER SUPERVISOR DISTRICT 5;51;WRITE IN                                       ;WI;29;29;12;0.3
719;COUNTY COMMISSIONER DISTRICT 1;52;CLETE SCHROEPFER                               ;NP;32;33;2302;100
720;COUNTY COMMISSIONER DISTRICT 1;52;WRITE IN                                       ;WI;32;33;0;0
721;COUNTY COMMISSIONER DISTRICT 3;52;DAVID L DEHEN                                  ;NP;32;33;1595;52.23
722;COUNTY COMMISSIONER DISTRICT 3;52;LAVONNE C CRAIG                                ;NP;32;33;1459;47.77
723;COUNTY COMMISSIONER DISTRICT 3;52;WRITE IN                                       ;WI;32;33;0;0
724;COUNTY COMMISSIONER DISTRICT 5;52;JACK KOLARS                                    ;NP;32;33;3109;100
725;COUNTY COMMISSIONER DISTRICT 5;52;WRITE IN                                       ;WI;32;33;0;0
726;SOIL AND WATER SUPERVISOR DISTRICT 1;52;ELDON H BROWN                                  ;NP;32;33;12634;100
727;SOIL AND WATER SUPERVISOR DISTRICT 1;52;WRITE IN                                       ;WI;32;33;0;0
728;SOIL AND WATER SUPERVISOR DISTRICT 3;52;BRUCE HULKE                                    ;NP;32;33;12597;100
729;SOIL AND WATER SUPERVISOR DISTRICT 3;52;WRITE IN                                       ;WI;32;33;0;0
730;SOIL AND WATER SUPERVISOR DISTRICT 4;52;GERALD RODNING                                 ;NP;32;33;12584;100
731;SOIL AND WATER SUPERVISOR DISTRICT 4;52;WRITE IN                                       ;WI;32;33;0;0
732;COUNTY COMMISSIONER DISTRICT 2;53;JIM JOENS JR                                   ;NP;40;40;676;36.38
733;COUNTY COMMISSIONER DISTRICT 2;53;DIANE THIER                                    ;NP;40;40;1171;63.02
734;COUNTY COMMISSIONER DISTRICT 2;53;WRITE IN                                       ;WI;40;40;11;0.59
735;COUNTY COMMISSIONER DISTRICT 5;53;CLAIRE J. GERBER                               ;NP;40;40;1756;98.43
736;COUNTY COMMISSIONER DISTRICT 5;53;WRITE IN                                       ;WI;40;40;28;1.57
737;SOIL AND WATER SUPERVISOR DISTRICT 1;53;JAMES KNIPS                                    ;NP;40;40;7670;99.55
738;SOIL AND WATER SUPERVISOR DISTRICT 1;53;WRITE IN                                       ;WI;40;40;35;0.45
739;SOIL AND WATER SUPERVISOR DISTRICT 2;53;VERN W. SUEDKAMP                               ;NP;40;40;7510;99.51
740;SOIL AND WATER SUPERVISOR DISTRICT 2;53;WRITE IN                                       ;WI;40;40;37;0.49
741;SOIL AND WATER SUPERVISOR DISTRICT 3;53;LYNN DARLING                                   ;NP;40;40;7602;99.66
742;SOIL AND WATER SUPERVISOR DISTRICT 3;53;WRITE IN                                       ;WI;40;40;26;0.34
743;COUNTY COMMISSIONER DISTRICT 1;54;RICHARD ANDRING                                ;NP;33;33;358;51.29
744;COUNTY COMMISSIONER DISTRICT 1;54;JEROME SIRJORD                                 ;NP;33;33;338;48.42
745;COUNTY COMMISSIONER DISTRICT 1;54;WRITE IN                                       ;WI;33;33;2;0.29
746;COUNTY COMMISSIONER DISTRICT 3;54;ED MILLER                                      ;NP;33;33;614;97.93
747;COUNTY COMMISSIONER DISTRICT 3;54;WRITE IN                                       ;WI;33;33;13;2.07
748;COUNTY COMMISSIONER DISTRICT 5;54;STEVEN M. BOMMERSBACH                          ;NP;33;33;638;97.4
749;COUNTY COMMISSIONER DISTRICT 5;54;WRITE IN                                       ;WI;33;33;17;2.6
750;SOIL AND WATER SUPERVISOR DISTRICT 3;54;JOHN JOSSUND                                   ;NP;33;33;3076;99.58
751;SOIL AND WATER SUPERVISOR DISTRICT 3;54;WRITE IN                                       ;WI;33;33;13;0.42
752;SOIL AND WATER SUPERVISOR DISTRICT 4;54;STEVEN SKAURUD                                 ;NP;33;33;3160;99.78
753;SOIL AND WATER SUPERVISOR DISTRICT 4;54;WRITE IN                                       ;WI;33;33;7;0.22
754;COUNTY COMMISSIONER DISTRICT 1;55;MIKE PODULKE                                   ;NP;73;75;4856;98.66
755;COUNTY COMMISSIONER DISTRICT 1;55;WRITE IN                                       ;WI;73;75;66;1.34
756;COUNTY COMMISSIONER DISTRICT 3;55;PAUL F. WILSON                                 ;NP;73;75;5616;99.12
757;COUNTY COMMISSIONER DISTRICT 3;55;WRITE IN                                       ;WI;73;75;50;0.88
758;COUNTY COMMISSIONER DISTRICT 5;55;FREDERICK DALY                                 ;NP;73;75;3335;37.17
759;COUNTY COMMISSIONER DISTRICT 5;55;JIM DALEY                                      ;NP;73;75;5597;62.38
760;COUNTY COMMISSIONER DISTRICT 5;55;WRITE IN                                       ;WI;73;75;40;0.45
761;COUNTY COMMISSIONER DISTRICT 7;55;JEFF THOMPSON                                  ;NP;73;75;6518;99.18
762;COUNTY COMMISSIONER DISTRICT 7;55;WRITE IN                                       ;WI;73;75;54;0.82
763;SOIL AND WATER SUPERVISOR DISTRICT 4;55;BILL FRITTS                                    ;NP;73;75;17195;39.36
764;SOIL AND WATER SUPERVISOR DISTRICT 4;55;STEVEN L CONNELLY                              ;NP;73;75;26270;60.13
765;SOIL AND WATER SUPERVISOR DISTRICT 4;55;WRITE IN                                       ;WI;73;75;226;0.52
766;SOIL AND WATER SUPERVISOR DISTRICT 5;55;NEIL STOLP                                     ;NP;73;75;17062;40.56
767;SOIL AND WATER SUPERVISOR DISTRICT 5;55;DUANE M JOHNSON                                ;NP;73;75;24777;58.9
768;SOIL AND WATER SUPERVISOR DISTRICT 5;55;WRITE IN                                       ;WI;73;75;228;0.54
